%time,field.header.seq,field.header.stamp,field.header.frame_id,field.blob_count,field.blobs0.x,field.blobs0.y,field.blobs0.z
1457026756266051297,42,1457026756265558862,,1,5.00946929535,4.9031818521,0.0
1457026756315993035,43,1457026756315622043,,1,5.02290416329,4.9215313649,0.0
1457026756366012721,44,1457026756365612016,,1,5.11881359046,5.28367329183,0.0
1457026756416015191,45,1457026756415617298,,1,4.66865558846,5.02133891696,0.0
1457026756466017340,46,1457026756465620364,,1,4.67316914924,5.11630832849,0.0
1457026756516017469,47,1457026756515616204,,1,4.67665403058,4.57596727063,0.0
1457026756566018995,48,1457026756565589989,,1,4.82934222469,4.34617571169,0.0
1457026756615996450,49,1457026756615586430,,1,5.016035163,4.45561913235,0.0
1457026756666029174,50,1457026756665590098,,2,4.92360645774,5.46300913439,0.0,-4.93596919588,-5.14867408464,0.0
1457026756716076619,51,1457026756715593691,,2,4.99036501751,4.97962351326,0.0,-4.52738708297,-5.31776117838,0.0
1457026756766053379,52,1457026756765593043,,2,4.73465715673,4.60904222919,0.0,-4.44822036886,-4.43426919463,0.0
1457026756816046106,53,1457026756815590176,,2,5.22501612731,5.36777224078,0.0,-4.81859747325,-5.10979504327,0.0
1457026756866054299,54,1457026756865587174,,2,5.24274950747,5.22509692084,0.0,-5.17347913843,-5.19031270159,0.0
1457026756916036407,55,1457026756915582554,,2,4.48269411142,5.0053175628,0.0,-4.69107708016,-4.78276815898,0.0
1457026756965992131,56,1457026756965601279,,2,5.37931633357,4.90195738315,0.0,-5.03452218801,-4.80926772186,0.0
1457026757015989302,57,1457026757015594881,,2,4.66981167082,5.51751693761,0.0,-5.90281798061,-5.2739072233,0.0
1457026757065991257,58,1457026757065562396,,2,4.5312159665,4.7216963703,0.0,-4.02778335038,-5.26592353707,0.0
1457026757116044118,59,1457026757115576548,,2,5.00930665055,5.05604873707,0.0,-4.23301268244,-5.17200607443,0.0
1457026757166103487,60,1457026757165595781,,2,5.0044319326,4.44331840437,0.0,-4.7353143872,-4.59643010778,0.0
1457026757216044893,61,1457026757215579874,,2,4.98219286062,5.55604799861,0.0,-4.1691424581,-5.1552896438,0.0
1457026757266026321,62,1457026757265563216,,2,4.28871474539,4.97336470844,0.0,-4.86047531346,-5.03848363802,0.0
1457026757315986645,63,1457026757315603522,,2,4.90265379234,4.70620931549,0.0,-5.53439429332,-4.95075716934,0.0
1457026757365988043,64,1457026757365553969,,2,5.24361477537,4.80078227932,0.0,-4.92174540851,-5.23940649352,0.0
